Year,Series,Team,Player,Q4_FG,Q4_FGA,Q4_3P,Q4_PTS,Q4_G,Q4_FG%,Q4_eFG%
1997,1997_nba_finals_jazz_vs_bulls,UTA,Bryon Russell,6.0,14.0,4.0,18.0,6,0.429,0.571
1997,1997_nba_finals_jazz_vs_bulls,CHI,Toni Kukoč,4.0,12.0,2.0,12.0,6,0.333,0.417
1997,1997_nba_finals_jazz_vs_bulls,UTA,Jeff Hornacek,3.0,11.0,2.0,13.0,6,0.273,0.364
1997,1997_nba_finals_jazz_vs_bulls,CHI,Steve Kerr,4.0,10.0,1.0,9.0,6,0.4,0.45
1997,1997_nba_finals_jazz_vs_bulls,UTA,Shandon Anderson,2.0,8.0,1.0,5.0,4,0.25,0.312
1997,1997_nba_finals_jazz_vs_bulls,CHI,Ron Harper,2.0,7.0,1.0,6.0,4,0.286,0.357
1997,1997_nba_finals_jazz_vs_bulls,CHI,Luc Longley,3.0,5.0,0.0,6.0,5,0.6,0.6
1997,1997_nba_finals_jazz_vs_bulls,UTA,Antoine Carr,2.0,5.0,0.0,4.0,4,0.4,0.4
1997,1997_nba_finals_jazz_vs_bulls,CHI,Bison Dele,1.0,5.0,0.0,2.0,6,0.2,0.2
1997,1997_nba_finals_jazz_vs_bulls,UTA,Greg Ostertag,1.0,4.0,0.0,2.0,3,0.25,0.25
1997,1997_nba_finals_jazz_vs_bulls,CHI,Jud Buechler,2.0,3.0,0.0,5.0,5,0.667,0.667
1997,1997_nba_finals_jazz_vs_bulls,UTA,Chris Morris,1.0,3.0,1.0,3.0,4,0.333,0.5
1997,1997_nba_finals_jazz_vs_bulls,UTA,Greg Foster,1.0,3.0,0.0,6.0,4,0.333,0.333
1997,1997_nba_finals_jazz_vs_bulls,CHI,Dennis Rodman,1.0,2.0,1.0,3.0,5,0.5,0.75
1997,1997_nba_finals_jazz_vs_bulls,UTA,Adam Keefe,1.0,2.0,0.0,2.0,1,0.5,0.5
1997,1997_nba_finals_jazz_vs_bulls,CHI,Jason Caffey,0.0,0.0,0.0,0.0,1,,
