,Yr,Lg,Series,Unnamed: 3_level_1,Unnamed: 4_level_1,Team,W,Unnamed: 7_level_1,Team,W,Unnamed: 10_level_1,Favorite,Underdog
972,1954,NBA,Eastern Div Finals,"Mar 25 - Mar 27, 1954",,Syracuse Nationals (1),2,,Boston Celtics (2),0,,,
973,1954,NBA,Western Div Finals,"Mar 24 - Mar 28, 1954",,Minneapolis Lakers (1),2,,Rochester Royals (2),1,,,
974,1954,NBA,Finals,"Mar 31 - Apr 12, 1954",,Minneapolis Lakers (1),4,,Syracuse Nationals (1),3,,,
975,,,,,,,,,,,,,
976,1953,NBA,Eastern Div Semifinals,"Mar 19 - Mar 21, 1953",,Boston Celtics (3),2,,Syracuse Nationals (2),0,,,
977,1953,NBA,Eastern Div Semifinals,"Mar 17 - Mar 20, 1953",,New York Knicks (1),2,,Baltimore Bullets (4),0,,,
978,1953,NBA,Western Div Semifinals,"Mar 20 - Mar 24, 1953",,Fort Wayne Pistons (3),2,,Rochester Royals (2),1,,,
979,1953,NBA,Western Div Semifinals,"Mar 22 - Mar 23, 1953",,Minneapolis Lakers (1),2,,Indianapolis Olympians (4),0,,,
980,1953,NBA,Eastern Div Finals,"Mar 25 - Mar 29, 1953",,New York Knicks (1),3,,Boston Celtics (3),1,,,
981,1953,NBA,Western Div Finals,"Mar 26 - Apr 2, 1953",,Minneapolis Lakers (1),3,,Fort Wayne Pistons (3),2,,,
982,1953,NBA,Finals,"Apr 4 - Apr 10, 1953",,Minneapolis Lakers (1),4,,New York Knicks (1),1,,,
983,,,,,,,,,,,,,
984,1952,NBA,Eastern Div Semifinals,"Mar 19 - Mar 26, 1952",,New York Knicks (3),2,,Boston Celtics (2),1,,,
985,1952,NBA,Eastern Div Semifinals,"Mar 20 - Mar 23, 1952",,Syracuse Nationals (1),2,,Philadelphia Warriors (4),1,,,
986,1952,NBA,Western Div Semifinals,"Mar 23 - Mar 25, 1952",,Minneapolis Lakers (2),2,,Indianapolis Olympians (3),0,,,
987,1952,NBA,Western Div Semifinals,"Mar 18 - Mar 20, 1952",,Rochester Royals (1),2,,Fort Wayne Pistons (4),0,,,
988,1952,NBA,Eastern Div Finals,"Apr 2 - Apr 8, 1952",,New York Knicks (3),3,,Syracuse Nationals (1),1,,,
989,1952,NBA,Western Div Finals,"Mar 29 - Apr 6, 1952",,Minneapolis Lakers (2),3,,Rochester Royals (1),1,,,
990,1952,NBA,Finals,"Apr 12 - Apr 25, 1952",,Minneapolis Lakers (2),4,,New York Knicks (3),3,,,
991,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
992,1951,NBA,Eastern Div Semifinals,"Mar 20 - Mar 22, 1951",,New York Knicks (3),2,,Boston Celtics (2),0,,,
993,1951,NBA,Eastern Div Semifinals,"Mar 20 - Mar 22, 1951",,Syracuse Nationals (4),2,,Philadelphia Warriors (1),0,,,
994,1951,NBA,Western Div Semifinals,"Mar 21 - Mar 25, 1951",,Minneapolis Lakers (1),2,,Indianapolis Olympians (4),1,,,
995,1951,NBA,Western Div Semifinals,"Mar 20 - Mar 24, 1951",,Rochester Royals (2),2,,Fort Wayne Pistons (3),1,,,
996,1951,NBA,Eastern Div Finals,"Mar 28 - Apr 4, 1951",,New York Knicks (3),3,,Syracuse Nationals (4),2,,,
997,1951,NBA,Western Div Finals,"Mar 29 - Apr 3, 1951",,Rochester Royals (2),3,,Minneapolis Lakers (1),1,,,
998,1951,NBA,Finals,"Apr 7 - Apr 21, 1951",,Rochester Royals (2),4,,New York Knicks (3),3,,,
999,,,,,,,,,,,,,
1000,1950,NBA,Central Div 1st Place Tiebreak,-,,Minneapolis Lakers,1,,Rochester Royals,0,,,
1001,1950,NBA,Central Div 3rd Place Tiebreak,-,,Fort Wayne Pistons,1,,Chicago Stags,0,,,
1002,1950,NBA,Central Div Semifinals,"Mar 23 - Mar 24, 1950",,Fort Wayne Pistons (3),2,,Rochester Royals (2),0,,,
1003,1950,NBA,Central Div Semifinals,"Mar 22 - Mar 25, 1950",,Minneapolis Lakers (1),2,,Chicago Stags (4),0,,,
1004,1950,NBA,Eastern Div Semifinals,"Mar 21 - Mar 22, 1950",,New York Knicks (2),2,,Washington Capitols (3),0,,,
1005,1950,NBA,Eastern Div Semifinals,"Mar 22 - Mar 23, 1950",,Syracuse Nationals (1),2,,Philadelphia Warriors (4),0,,,
1006,1950,NBA,Western Div Semifinals,"Mar 21 - Mar 24, 1950",,Anderson Packers (2),2,,Tri-Cities Blackhawks (3),1,,,
1007,1950,NBA,Western Div Semifinals,"Mar 21 - Mar 25, 1950",,Indianapolis Olympians (1),2,,Sheboygan Red Skins (4),1,,,
1008,1950,NBA,Central Div Finals,"Mar 27 - Mar 28, 1950",,Minneapolis Lakers (1),2,,Fort Wayne Pistons (3),0,,,
1009,1950,NBA,Eastern Div Finals,"Mar 26 - Apr 2, 1950",,Syracuse Nationals (1),2,,New York Knicks (2),1,,,
1010,1950,NBA,Western Div Finals,"Mar 28 - Apr 1, 1950",,Anderson Packers (2),2,,Indianapolis Olympians (1),1,,,
1011,1950,NBA,Semifinals,"Apr 5 - Apr 6, 1950",,Minneapolis Lakers (2),2,,Anderson Packers (3),0,,,
1012,1950,NBA,Finals,"Apr 8 - Apr 23, 1950",,Minneapolis Lakers (2),4,,Syracuse Nationals (1),2,,,
1013,,,,,,,,,,,,,
1014,1949,BAA,Eastern Div Semifinals,"Mar 23 - Mar 26, 1949",,New York Knicks (2),2,,Baltimore Bullets (3),1,,,
1015,1949,BAA,Eastern Div Semifinals,"Mar 23 - Mar 24, 1949",,Washington Capitols (1),2,,Philadelphia Warriors (4),0,,,
1016,1949,BAA,Western Div Semifinals,"Mar 23 - Mar 24, 1949",,Minneapolis Lakers (2),2,,Chicago Stags (3),0,,,
1017,1949,BAA,Western Div Semifinals,"Mar 22 - Mar 23, 1949",,Rochester Royals (1),2,,St. Louis Bombers (4),0,,,
1018,1949,BAA,Eastern Div Finals,"Mar 29 - Apr 2, 1949",,Washington Capitols (1),2,,New York Knicks (2),1,,,
1019,1949,BAA,Western Div Finals,"Mar 27 - Mar 29, 1949",,Minneapolis Lakers (2),2,,Rochester Royals (1),0,,,
1020,1949,BAA,Finals,"Apr 4 - Apr 13, 1949",,Minneapolis Lakers (2),4,,Washington Capitols (1),2,,,
1021,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
1022,1948,BAA,Western Div Tiebreak,-,,Baltimore Bullets,1,,Chicago Stags,0,,,
1023,1948,BAA,Western Div Tiebreak,-,,Chicago Stags,1,,Washington Capitols,0,,,
1024,1948,BAA,Quarterfinals,"Mar 27 - Apr 1, 1948",,Baltimore Bullets (2),2,,New York Knicks (2),1,,,
1025,1948,BAA,Quarterfinals,"Mar 28 - Apr 2, 1948",,Chicago Stags (3),2,,Boston Celtics (3),1,,,
1026,1948,BAA,Semifinals,"Apr 7 - Apr 8, 1948",,Baltimore Bullets (2),2,,Chicago Stags (3),0,,,
1027,1948,BAA,Semifinals,"Mar 23 - Apr 6, 1948",,Philadelphia Warriors (1),4,,St. Louis Bombers (1),3,,,
1028,1948,BAA,Finals,"Apr 10 - Apr 21, 1948",,Baltimore Bullets (2),4,,Philadelphia Warriors (1),2,,,
1029,,,,,,,,,,,,,
1030,1947,BAA,Quarterfinals,"Apr 2 - Apr 9, 1947",,New York Knicks (3),2,,Cleveland Rebels (3),1,,,
1031,1947,BAA,Quarterfinals,"Apr 2 - Apr 6, 1947",,Philadelphia Warriors (2),2,,St. Louis Bombers (2),1,,,
1032,1947,BAA,Semifinals,"Apr 2 - Apr 13, 1947",,Chicago Stags (1),4,,Washington Capitols (1),2,,,
1033,1947,BAA,Semifinals,"Apr 12 - Apr 14, 1947",,Philadelphia Warriors (2),2,,New York Knicks (3),0,,,
1034,1947,BAA,Finals,"Apr 16 - Apr 22, 1947",,Philadelphia Warriors (2),4,,Chicago Stags (1),1,,,
