,Yr,Lg,Series,Unnamed: 3_level_1,Unnamed: 4_level_1,Team,W,Unnamed: 7_level_1,Team,W,Unnamed: 10_level_1,Favorite,Underdog
356,2002,NBA,Western Conf First Round,"Apr 21 - Apr 28, 2002",,Dallas Mavericks (4),3,,Minnesota Timberwolves (5),0,,DAL (-500),MIN (+400)
357,2002,NBA,Western Conf First Round,"Apr 21 - Apr 28, 2002",,Los Angeles Lakers (3),3,,Portland Trail Blazers (6),0,,LAL (-600),POR (+450)
358,2002,NBA,Western Conf First Round,"Apr 20 - Apr 29, 2002",,Sacramento Kings (1),3,,Utah Jazz (8),1,,SAC (-2000),UTA (+1400)
359,2002,NBA,Western Conf First Round,"Apr 20 - May 3, 2002",,San Antonio Spurs (2),3,,Seattle SuperSonics (7),2,,SAS (-750),SEA (+550)
360,2002,NBA,Eastern Conf Semifinals,"May 5 - May 14, 2002",,Boston Celtics (3),4,,Detroit Pistons (2),1,,DET (-125),BOS (+105)
361,2002,NBA,Eastern Conf Semifinals,"May 5 - May 15, 2002",,New Jersey Nets (1),4,,Charlotte Hornets (4),1,,NJN (-160),CHH (+140)
362,2002,NBA,Western Conf Semifinals,"May 5 - May 14, 2002",,Los Angeles Lakers (3),4,,San Antonio Spurs (2),1,,LAL (-650),SAS (+450)
363,2002,NBA,Western Conf Semifinals,"May 4 - May 13, 2002",,Sacramento Kings (1),4,,Dallas Mavericks (4),1,,SAC (-155),DAL (+135)
364,2002,NBA,Eastern Conf Finals,"May 19 - May 31, 2002",,New Jersey Nets (1),4,,Boston Celtics (3),2,,NJN (-135),BOS (+115)
365,2002,NBA,Western Conf Finals,"May 18 - Jun 2, 2002",,Los Angeles Lakers (3),4,,Sacramento Kings (1),3,,LAL (-230),SAC (+190)
366,2002,NBA,Finals,"Jun 5 - Jun 12, 2002",,Los Angeles Lakers (3),4,,New Jersey Nets (1),0,,LAL (-750),NJN (+550)
367,,,,,,,,,,,,,
368,2001,NBA,Eastern Conf First Round,"Apr 21 - Apr 27, 2001",,Charlotte Hornets (6),3,,Miami Heat (3),0,,MIA (-180),CHH (+160)
369,2001,NBA,Eastern Conf First Round,"Apr 22 - May 1, 2001",,Milwaukee Bucks (2),3,,Orlando Magic (7),1,,MIL (-500),ORL (+350)
370,2001,NBA,Eastern Conf First Round,"Apr 21 - May 2, 2001",,Philadelphia 76ers (1),3,,Indiana Pacers (8),1,,PHI (-600),IND (+400)
371,2001,NBA,Eastern Conf First Round,"Apr 22 - May 4, 2001",,Toronto Raptors (5),3,,New York Knicks (4),2,,NYK (-170),TOR (+150)
372,2001,NBA,Western Conf First Round,"Apr 21 - May 3, 2001",,Dallas Mavericks (5),3,,Utah Jazz (4),2,,UTA (-180),DAL (+160)
373,2001,NBA,Western Conf First Round,"Apr 22 - Apr 29, 2001",,Los Angeles Lakers (2),3,,Portland Trail Blazers (7),0,,LAL (-400),POR (+300)
374,2001,NBA,Western Conf First Round,"Apr 22 - May 2, 2001",,Sacramento Kings (3),3,,Phoenix Suns (6),1,,SAC (-400),PHO (+300)
375,2001,NBA,Western Conf First Round,"Apr 21 - Apr 30, 2001",,San Antonio Spurs (1),3,,Minnesota Timberwolves (8),1,,SAS (-900),MIN (+600)
376,2001,NBA,Eastern Conf Semifinals,"May 6 - May 20, 2001",,Milwaukee Bucks (2),4,,Charlotte Hornets (6),3,,MIL (-230),CHH (+190)
377,2001,NBA,Eastern Conf Semifinals,"May 6 - May 20, 2001",,Philadelphia 76ers (1),4,,Toronto Raptors (5),3,,PHI (-340),TOR (+280)
378,2001,NBA,Western Conf Semifinals,"May 6 - May 13, 2001",,Los Angeles Lakers (2),4,,Sacramento Kings (3),0,,LAL (-360),SAC (+290)
379,2001,NBA,Western Conf Semifinals,"May 5 - May 14, 2001",,San Antonio Spurs (1),4,,Dallas Mavericks (5),1,,SAS (-650),DAL (+450)
380,2001,NBA,Eastern Conf Finals,"May 22 - Jun 3, 2001",,Philadelphia 76ers (1),4,,Milwaukee Bucks (2),3,,PHI (-180),MIL (+160)
381,2001,NBA,Western Conf Finals,"May 19 - May 27, 2001",,Los Angeles Lakers (2),4,,San Antonio Spurs (1),0,,LAL (-145),SAS (+125)
382,2001,NBA,Finals,"Jun 6 - Jun 15, 2001",,Los Angeles Lakers (2),4,,Philadelphia 76ers (1),1,,LAL (-2000),PHI (+1600)
383,,,,,,,,,,,,,
384,2000,NBA,Eastern Conf First Round,"Apr 23 - May 4, 2000",,Indiana Pacers (1),3,,Milwaukee Bucks (8),2,,IND (-800),MIL (+550)
385,2000,NBA,Eastern Conf First Round,"Apr 22 - Apr 29, 2000",,Miami Heat (2),3,,Detroit Pistons (7),0,,,
386,2000,NBA,Eastern Conf First Round,"Apr 23 - Apr 30, 2000",,New York Knicks (3),3,,Toronto Raptors (6),0,,NYK (-230),TOR (+190)
387,2000,NBA,Eastern Conf First Round,"Apr 22 - May 1, 2000",,Philadelphia 76ers (5),3,,Charlotte Hornets (4),1,,CHH (-140),PHI (+120)
388,2000,NBA,Western Conf First Round,"Apr 23 - May 5, 2000",,Los Angeles Lakers (1),3,,Sacramento Kings (8),2,,LAL (-2000),SAC (+1200)
389,2000,NBA,Western Conf First Round,"Apr 22 - May 2, 2000",,Phoenix Suns (5),3,,San Antonio Spurs (4),1,,,
390,2000,NBA,Western Conf First Round,"Apr 23 - May 2, 2000",,Portland Trail Blazers (3),3,,Minnesota Timberwolves (6),1,,POR (-330),MIN (+250)
391,2000,NBA,Western Conf First Round,"Apr 22 - May 5, 2000",,Utah Jazz (2),3,,Seattle SuperSonics (7),2,,UTA (-650),SEA (+450)
392,2000,NBA,Eastern Conf Semifinals,"May 6 - May 19, 2000",,Indiana Pacers (1),4,,Philadelphia 76ers (5),2,,IND (-185),PHI (+165)
393,2000,NBA,Eastern Conf Semifinals,"May 7 - May 21, 2000",,New York Knicks (3),4,,Miami Heat (2),3,,MIA (-155),NYK (+135)
394,2000,NBA,Western Conf Semifinals,"May 7 - May 16, 2000",,Los Angeles Lakers (1),4,,Phoenix Suns (5),1,,LAL (-2200),PHO (+1500)
395,2000,NBA,Western Conf Semifinals,"May 7 - May 16, 2000",,Portland Trail Blazers (3),4,,Utah Jazz (2),1,,POR (-240),UTA (+190)
396,2000,NBA,Eastern Conf Finals,"May 23 - Jun 2, 2000",,Indiana Pacers (1),4,,New York Knicks (3),2,,IND (-260),NYK (+220)
397,2000,NBA,Western Conf Finals,"May 20 - Jun 4, 2000",,Los Angeles Lakers (1),4,,Portland Trail Blazers (3),3,,LAL (-340),POR (+280)
398,2000,NBA,Finals,"Jun 7 - Jun 19, 2000",,Los Angeles Lakers (1),4,,Indiana Pacers (1),2,,LAL (-800),IND (+550)
399,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
400,1999,NBA,Eastern Conf First Round,"May 8 - May 16, 1999",,Atlanta Hawks (4),3,,Detroit Pistons (5),2,,ATL (-160),DET (+140)
401,1999,NBA,Eastern Conf First Round,"May 9 - May 13, 1999",,Indiana Pacers (2),3,,Milwaukee Bucks (7),0,,IND (-400),MIL (+300)
402,1999,NBA,Eastern Conf First Round,"May 8 - May 16, 1999",,New York Knicks (8),3,,Miami Heat (1),2,,MIA (-280),NYK (+230)
403,1999,NBA,Eastern Conf First Round,"May 9 - May 15, 1999",,Philadelphia 76ers (6),3,,Orlando Magic (3),1,,ORL (-210),PHI (+175)
404,1999,NBA,Western Conf First Round,"May 9 - May 15, 1999",,Los Angeles Lakers (4),3,,Houston Rockets (5),1,,LAL (-165),HOU (+145)
405,1999,NBA,Western Conf First Round,"May 8 - May 12, 1999",,Portland Trail Blazers (2),3,,Phoenix Suns (7),0,,POR (-500),PHO (+350)
406,1999,NBA,Western Conf First Round,"May 9 - May 15, 1999",,San Antonio Spurs (1),3,,Minnesota Timberwolves (8),1,,SAS (-1500),MIN (+1000)
407,1999,NBA,Western Conf First Round,"May 8 - May 16, 1999",,Utah Jazz (3),3,,Sacramento Kings (6),2,,UTA (-1000),SAC (+700)
408,1999,NBA,Eastern Conf Semifinals,"May 17 - May 23, 1999",,Indiana Pacers (2),4,,Philadelphia 76ers (6),0,,IND (-400),PHI (+300)
409,1999,NBA,Eastern Conf Semifinals,"May 18 - May 24, 1999",,New York Knicks (8),4,,Atlanta Hawks (4),0,,ATL (-135),NYK (+115)
410,1999,NBA,Western Conf Semifinals,"May 18 - May 27, 1999",,Portland Trail Blazers (2),4,,Utah Jazz (3),2,,UTA (-125),POR (+105)
411,1999,NBA,Western Conf Semifinals,"May 17 - May 23, 1999",,San Antonio Spurs (1),4,,Los Angeles Lakers (4),0,,SAS (-220),LAL (+180)
412,1999,NBA,Eastern Conf Finals,"May 30 - Jun 11, 1999",,New York Knicks (8),4,,Indiana Pacers (2),2,,IND (-240),NYK (+200)
413,1999,NBA,Western Conf Finals,"May 29 - Jun 6, 1999",,San Antonio Spurs (1),4,,Portland Trail Blazers (2),0,,SAS (-200),POR (+170)
414,1999,NBA,Finals,"Jun 16 - Jun 25, 1999",,San Antonio Spurs (1),4,,New York Knicks (8),1,,SAS (-900),NYK (+600)
415,,,,,,,,,,,,,
416,1998,NBA,Eastern Conf First Round,"Apr 23 - May 1, 1998",,Charlotte Hornets (4),3,,Atlanta Hawks (5),1,,CHH (-120),ATL (+100)
417,1998,NBA,Eastern Conf First Round,"Apr 24 - Apr 29, 1998",,Chicago Bulls (1),3,,New Jersey Nets (8),0,,CHI (-2500),NJN (+1800)
418,1998,NBA,Eastern Conf First Round,"Apr 23 - Apr 30, 1998",,Indiana Pacers (3),3,,Cleveland Cavaliers (6),1,,IND (-450),CLE (+325)
419,1998,NBA,Eastern Conf First Round,"Apr 24 - May 3, 1998",,New York Knicks (7),3,,Miami Heat (2),2,,MIA (-500),NYK (+350)
420,1998,NBA,Western Conf First Round,"Apr 24 - Apr 30, 1998",,Los Angeles Lakers (3),3,,Portland Trail Blazers (6),1,,LAL (-550),POR (+375)
421,1998,NBA,Western Conf First Round,"Apr 23 - Apr 29, 1998",,San Antonio Spurs (5),3,,Phoenix Suns (4),1,,PHO (-135),SAS (+115)
422,1998,NBA,Western Conf First Round,"Apr 24 - May 2, 1998",,Seattle SuperSonics (2),3,,Minnesota Timberwolves (7),2,,SEA (-2000),MIN (+1400)
423,1998,NBA,Western Conf First Round,"Apr 23 - May 3, 1998",,Utah Jazz (1),3,,Houston Rockets (8),2,,UTA (-850),HOU (+525)
424,1998,NBA,Eastern Conf Semifinals,"May 3 - May 13, 1998",,Chicago Bulls (1),4,,Charlotte Hornets (4),1,,CHI (-2000),CHH (+1400)
425,1998,NBA,Eastern Conf Semifinals,"May 5 - May 13, 1998",,Indiana Pacers (3),4,,New York Knicks (7),1,,IND (-1100),NYK (+700)
426,1998,NBA,Western Conf Semifinals,"May 4 - May 12, 1998",,Los Angeles Lakers (3),4,,Seattle SuperSonics (2),1,,LAL (-115),SEA (-105)
427,1998,NBA,Western Conf Semifinals,"May 5 - May 12, 1998",,Utah Jazz (1),4,,San Antonio Spurs (5),1,,UTA (-270),SAS (+210)
428,1998,NBA,Eastern Conf Finals,"May 17 - May 31, 1998",,Chicago Bulls (1),4,,Indiana Pacers (3),3,,CHI (-600),IND (+400)
429,1998,NBA,Western Conf Finals,"May 16 - May 24, 1998",,Utah Jazz (1),4,,Los Angeles Lakers (3),0,,LAL (-130),UTA (+110)
430,1998,NBA,Finals,"Jun 3 - Jun 14, 1998",,Chicago Bulls (1),4,,Utah Jazz (1),2,,CHI (-125),UTA (+105)
431,,,,,,,,,,,,,
432,1997,NBA,Eastern Conf First Round,"Apr 25 - May 4, 1997",,Atlanta Hawks (4),3,,Detroit Pistons (5),2,,ATL (-170),DET (+150)
433,1997,NBA,Eastern Conf First Round,"Apr 25 - Apr 30, 1997",,Chicago Bulls (1),3,,Washington Bullets (8),0,,CHI (-2500),WSB (+1800)
434,1997,NBA,Eastern Conf First Round,"Apr 24 - May 4, 1997",,Miami Heat (2),3,,Orlando Magic (7),2,,MIA (-400),ORL (+300)
435,1997,NBA,Eastern Conf First Round,"Apr 24 - Apr 28, 1997",,New York Knicks (3),3,,Charlotte Hornets (6),0,,NYK (-250),CHH (+200)
436,1997,NBA,Western Conf First Round,"Apr 24 - Apr 29, 1997",,Houston Rockets (3),3,,Minnesota Timberwolves (6),0,,HOU (-1300),MIN (+800)
437,1997,NBA,Western Conf First Round,"Apr 25 - May 2, 1997",,Los Angeles Lakers (4),3,,Portland Trail Blazers (5),1,,LAL (-330),POR (+250)
438,1997,NBA,Western Conf First Round,"Apr 25 - May 3, 1997",,Seattle SuperSonics (2),3,,Phoenix Suns (7),2,,SEA (-650),PHO (+450)
439,1997,NBA,Western Conf First Round,"Apr 24 - Apr 28, 1997",,Utah Jazz (1),3,,Los Angeles Clippers (8),0,,UTA (-3300),LAC (+2200)
440,1997,NBA,Eastern Conf Semifinals,"May 6 - May 13, 1997",,Chicago Bulls (1),4,,Atlanta Hawks (4),1,,CHI (-1700),ATL (+1100)
441,1997,NBA,Eastern Conf Semifinals,"May 7 - May 18, 1997",,Miami Heat (2),4,,New York Knicks (3),3,,MIA (-145),NYK (+125)
442,1997,NBA,Western Conf Semifinals,"May 5 - May 17, 1997",,Houston Rockets (3),4,,Seattle SuperSonics (2),3,,HOU (-130),SEA (+110)
443,1997,NBA,Western Conf Semifinals,"May 4 - May 12, 1997",,Utah Jazz (1),4,,Los Angeles Lakers (4),1,,UTA (-270),LAL (+210)
444,1997,NBA,Eastern Conf Finals,"May 20 - May 28, 1997",,Chicago Bulls (1),4,,Miami Heat (2),1,,CHI (-1700),MIA (+1100)
445,1997,NBA,Western Conf Finals,"May 19 - May 29, 1997",,Utah Jazz (1),4,,Houston Rockets (3),2,,UTA (-220),HOU (+180)
446,1997,NBA,Finals,"Jun 1 - Jun 13, 1997",,Chicago Bulls (1),4,,Utah Jazz (1),2,,CHI (-600),UTA (+400)
447,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
448,1996,NBA,Eastern Conf First Round,"Apr 25 - May 5, 1996",,Atlanta Hawks (6),3,,Indiana Pacers (3),2,,IND (-140),ATL (+120)
449,1996,NBA,Eastern Conf First Round,"Apr 26 - May 1, 1996",,Chicago Bulls (1),3,,Miami Heat (8),0,,CHI (-2500),MIA (+1800)
450,1996,NBA,Eastern Conf First Round,"Apr 25 - May 1, 1996",,New York Knicks (5),3,,Cleveland Cavaliers (4),0,,CLE (-185),NYK (+165)
451,1996,NBA,Eastern Conf First Round,"Apr 26 - Apr 30, 1996",,Orlando Magic (2),3,,Detroit Pistons (7),0,,ORL (-1500),DET (+1000)
452,1996,NBA,Western Conf First Round,"Apr 25 - May 2, 1996",,Houston Rockets (5),3,,Los Angeles Lakers (4),1,,LAL (-145),HOU (+125)
453,1996,NBA,Western Conf First Round,"Apr 26 - May 3, 1996",,San Antonio Spurs (2),3,,Phoenix Suns (7),1,,SAS (-500),PHO (+350)
454,1996,NBA,Western Conf First Round,"Apr 26 - May 2, 1996",,Seattle SuperSonics (1),3,,Sacramento Kings (8),1,,SEA (-2200),SAC (+1500)
455,1996,NBA,Western Conf First Round,"Apr 25 - May 5, 1996",,Utah Jazz (3),3,,Portland Trail Blazers (6),2,,UTA (-400),POR (+300)
456,1996,NBA,Eastern Conf Semifinals,"May 5 - May 14, 1996",,Chicago Bulls (1),4,,New York Knicks (5),1,,CHI (-3500),NYK (+2200)
457,1996,NBA,Eastern Conf Semifinals,"May 8 - May 15, 1996",,Orlando Magic (2),4,,Atlanta Hawks (6),1,,,
458,1996,NBA,Western Conf Semifinals,"May 4 - May 12, 1996",,Seattle SuperSonics (1),4,,Houston Rockets (5),0,,SEA (-200),HOU (+170)
459,1996,NBA,Western Conf Semifinals,"May 7 - May 16, 1996",,Utah Jazz (3),4,,San Antonio Spurs (2),2,,,
460,1996,NBA,Eastern Conf Finals,"May 19 - May 27, 1996",,Chicago Bulls (1),4,,Orlando Magic (2),0,,CHI (-500),ORL (+350)
461,1996,NBA,Western Conf Finals,"May 18 - Jun 2, 1996",,Seattle SuperSonics (1),4,,Utah Jazz (3),3,,SEA (-270),UTA (+210)
462,1996,NBA,Finals,"Jun 5 - Jun 16, 1996",,Chicago Bulls (1),4,,Seattle SuperSonics (1),2,,CHI (-950),SEA (+650)
463,,,,,,,,,,,,,
464,1995,NBA,Eastern Conf First Round,"Apr 28 - May 4, 1995",,Chicago Bulls (5),3,,Charlotte Hornets (4),1,,CHI (-360),CHH (+280)
465,1995,NBA,Eastern Conf First Round,"Apr 27 - May 2, 1995",,Indiana Pacers (2),3,,Atlanta Hawks (7),0,,IND (-360),ATL (+280)
466,1995,NBA,Eastern Conf First Round,"Apr 27 - May 4, 1995",,New York Knicks (3),3,,Cleveland Cavaliers (6),1,,NYK (-400),CLE (+300)
467,1995,NBA,Eastern Conf First Round,"Apr 28 - May 5, 1995",,Orlando Magic (1),3,,Boston Celtics (8),1,,ORL (-950),BOS (+650)
468,1995,NBA,Western Conf First Round,"Apr 27 - May 7, 1995",,Houston Rockets (6),3,,Utah Jazz (3),2,,UTA (-270),HOU (+210)
469,1995,NBA,Western Conf First Round,"Apr 27 - May 4, 1995",,Los Angeles Lakers (5),3,,Seattle SuperSonics (4),1,,SEA (-400),LAL (+300)
470,1995,NBA,Western Conf First Round,"Apr 28 - May 2, 1995",,Phoenix Suns (2),3,,Portland Trail Blazers (7),0,,PHO (-400),POR (+300)
471,1995,NBA,Western Conf First Round,"Apr 28 - May 2, 1995",,San Antonio Spurs (1),3,,Denver Nuggets (8),0,,SAS (-600),DEN (+400)
472,1995,NBA,Eastern Conf Semifinals,"May 7 - May 21, 1995",,Indiana Pacers (2),4,,New York Knicks (3),3,,NYK (-140),IND (+120)
473,1995,NBA,Eastern Conf Semifinals,"May 7 - May 18, 1995",,Orlando Magic (1),4,,Chicago Bulls (5),2,,CHI (-185),ORL (+165)
474,1995,NBA,Western Conf Semifinals,"May 9 - May 20, 1995",,Houston Rockets (6),4,,Phoenix Suns (2),3,,PHO (-270),HOU (+210)
475,1995,NBA,Western Conf Semifinals,"May 6 - May 18, 1995",,San Antonio Spurs (1),4,,Los Angeles Lakers (5),2,,SAS (-600),LAL (+400)
476,1995,NBA,Eastern Conf Finals,"May 23 - Jun 4, 1995",,Orlando Magic (1),4,,Indiana Pacers (2),3,,ORL (-200),IND (+170)
477,1995,NBA,Western Conf Finals,"May 22 - Jun 1, 1995",,Houston Rockets (6),4,,San Antonio Spurs (1),2,,SAS (-330),HOU (+250)
478,1995,NBA,Finals,"Jun 7 - Jun 14, 1995",,Houston Rockets (6),4,,Orlando Magic (1),0,,ORL (-150),HOU (+130)
479,,,,,,,,,,,,,
480,1994,NBA,Eastern Conf First Round,"Apr 28 - May 8, 1994",,Atlanta Hawks (1),3,,Miami Heat (8),2,,ATL (-360),MIA (+280)
481,1994,NBA,Eastern Conf First Round,"Apr 29 - May 3, 1994",,Chicago Bulls (3),3,,Cleveland Cavaliers (6),0,,CHI (-250),CLE (+200)
482,1994,NBA,Eastern Conf First Round,"Apr 28 - May 2, 1994",,Indiana Pacers (5),3,,Orlando Magic (4),0,,ORL (-170),IND (+150)
483,1994,NBA,Eastern Conf First Round,"Apr 29 - May 6, 1994",,New York Knicks (2),3,,New Jersey Nets (7),1,,NYK (-360),NJN (+280)
484,1994,NBA,Western Conf First Round,"Apr 28 - May 7, 1994",,Denver Nuggets (8),3,,Seattle SuperSonics (1),2,,SEA (-2000),DEN (+1400)
485,1994,NBA,Western Conf First Round,"Apr 29 - May 6, 1994",,Houston Rockets (2),3,,Portland Trail Blazers (7),1,,HOU (-270),POR (+210)
486,1994,NBA,Western Conf First Round,"Apr 29 - May 4, 1994",,Phoenix Suns (3),3,,Golden State Warriors (6),0,,PHO (-360),GSW (+280)
487,1994,NBA,Western Conf First Round,"Apr 28 - May 5, 1994",,Utah Jazz (5),3,,San Antonio Spurs (4),1,,SAS (-200),UTA (+170)
488,1994,NBA,Eastern Conf Semifinals,"May 10 - May 19, 1994",,Indiana Pacers (5),4,,Atlanta Hawks (1),2,,ATL (-160),IND (+140)
489,1994,NBA,Eastern Conf Semifinals,"May 8 - May 22, 1994",,New York Knicks (2),4,,Chicago Bulls (3),3,,NYK (-180),CHI (+160)
490,1994,NBA,Western Conf Semifinals,"May 8 - May 21, 1994",,Houston Rockets (2),4,,Phoenix Suns (3),3,,HOU (-120),PHO (+100)
491,1994,NBA,Western Conf Semifinals,"May 10 - May 21, 1994",,Utah Jazz (5),4,,Denver Nuggets (8),3,,UTA (-650),DEN (+450)
492,1994,NBA,Eastern Conf Finals,"May 24 - Jun 5, 1994",,New York Knicks (2),4,,Indiana Pacers (5),3,,NYK (-200),IND (+170)
493,1994,NBA,Western Conf Finals,"May 23 - May 31, 1994",,Houston Rockets (2),4,,Utah Jazz (5),1,,HOU (-270),UTA (+210)
494,1994,NBA,Finals,"Jun 8 - Jun 22, 1994",,Houston Rockets (2),4,,New York Knicks (2),3,,HOU (-220),NYK (+180)
495,Yr,Lg,Series,,,Team,W,,Team,W,,Favorite,Underdog
496,1993,NBA,Eastern Conf First Round,"Apr 29 - May 5, 1993",,Charlotte Hornets (5),3,,Boston Celtics (4),1,,BOS (-165),CHH (+145)
497,1993,NBA,Eastern Conf First Round,"Apr 30 - May 4, 1993",,Chicago Bulls (2),3,,Atlanta Hawks (7),0,,CHI (-1200),ATL (+800)
498,1993,NBA,Eastern Conf First Round,"Apr 29 - May 9, 1993",,Cleveland Cavaliers (3),3,,New Jersey Nets (6),2,,CLE (-700),NJN (+500)
499,1993,NBA,Eastern Conf First Round,"Apr 30 - May 6, 1993",,New York Knicks (1),3,,Indiana Pacers (8),1,,NYK (-900),IND (+600)
500,1993,NBA,Western Conf First Round,"Apr 29 - May 8, 1993",,Houston Rockets (2),3,,Los Angeles Clippers (7),2,,HOU (-600),LAC (+400)
501,1993,NBA,Western Conf First Round,"Apr 30 - May 9, 1993",,Phoenix Suns (1),3,,Los Angeles Lakers (8),2,,PHO (-3000),LAL (+2000)
502,1993,NBA,Western Conf First Round,"Apr 29 - May 7, 1993",,San Antonio Spurs (5),3,,Portland Trail Blazers (4),1,,POR (-250),SAS (+200)
503,1993,NBA,Western Conf First Round,"Apr 30 - May 8, 1993",,Seattle SuperSonics (3),3,,Utah Jazz (6),2,,SEA (-350),UTA (+275)
504,1993,NBA,Eastern Conf Semifinals,"May 11 - May 17, 1993",,Chicago Bulls (2),4,,Cleveland Cavaliers (3),0,,CHI (-500),CLE (+350)
505,1993,NBA,Eastern Conf Semifinals,"May 9 - May 18, 1993",,New York Knicks (1),4,,Charlotte Hornets (5),1,,,
506,1993,NBA,Western Conf Semifinals,"May 11 - May 20, 1993",,Phoenix Suns (1),4,,San Antonio Spurs (5),2,,PHO (-650),SAS (+450)
507,1993,NBA,Western Conf Semifinals,"May 10 - May 22, 1993",,Seattle SuperSonics (3),4,,Houston Rockets (2),3,,SEA (-135),HOU (+115)
508,1993,NBA,Eastern Conf Finals,"May 23 - Jun 4, 1993",,Chicago Bulls (2),4,,New York Knicks (1),2,,CHI (-150),NYK (+130)
509,1993,NBA,Western Conf Finals,"May 24 - Jun 5, 1993",,Phoenix Suns (1),4,,Seattle SuperSonics (3),3,,PHO (-330),SEA (+250)
510,1993,NBA,Finals,"Jun 9 - Jun 20, 1993",,Chicago Bulls (2),4,,Phoenix Suns (1),2,,CHI (-240),PHO (+190)
511,,,,,,,,,,,,,
512,1992,NBA,Eastern Conf First Round,"Apr 23 - Apr 27, 1992",,Boston Celtics (2),3,,Indiana Pacers (7),0,,BOS (-550),IND (+350)
513,1992,NBA,Eastern Conf First Round,"Apr 24 - Apr 29, 1992",,Chicago Bulls (1),3,,Miami Heat (8),0,,CHI (-10000),MIA (+7500)
514,1992,NBA,Eastern Conf First Round,"Apr 23 - Apr 30, 1992",,Cleveland Cavaliers (3),3,,New Jersey Nets (6),1,,CLE (-850),NJN (+550)
515,1992,NBA,Eastern Conf First Round,"Apr 24 - May 3, 1992",,New York Knicks (4),3,,Detroit Pistons (5),2,,NYK (-160),DET (+120)
516,1992,NBA,Western Conf First Round,"Apr 24 - Apr 29, 1992",,Phoenix Suns (4),3,,San Antonio Spurs (5),0,,PHO (-1500),SAS (+1000)
517,1992,NBA,Western Conf First Round,"Apr 23 - May 3, 1992",,Portland Trail Blazers (1),3,,Los Angeles Lakers (8),1,,POR (-2000),LAL (+1500)
518,1992,NBA,Western Conf First Round,"Apr 23 - Apr 30, 1992",,Seattle SuperSonics (6),3,,Golden State Warriors (3),1,,GSW (-270),SEA (+210)
519,1992,NBA,Western Conf First Round,"Apr 24 - May 4, 1992",,Utah Jazz (2),3,,Los Angeles Clippers (7),2,,UTA (-450),LAC (+325)
520,1992,NBA,Eastern Conf Semifinals,"May 5 - May 17, 1992",,Chicago Bulls (1),4,,New York Knicks (4),3,,CHI (-2500),NYK (+1700)
521,1992,NBA,Eastern Conf Semifinals,"May 2 - May 17, 1992",,Cleveland Cavaliers (3),4,,Boston Celtics (2),3,,CLE (-170),BOS (+130)
522,1992,NBA,Western Conf Semifinals,"May 5 - May 14, 1992",,Portland Trail Blazers (1),4,,Phoenix Suns (4),1,,POR (-500),PHO (+350)
523,1992,NBA,Western Conf Semifinals,"May 6 - May 14, 1992",,Utah Jazz (2),4,,Seattle SuperSonics (6),1,,UTA (-200),SEA (+160)
524,1992,NBA,Eastern Conf Finals,"May 19 - May 29, 1992",,Chicago Bulls (1),4,,Cleveland Cavaliers (3),2,,CHI (-650),CLE (+450)
525,1992,NBA,Western Conf Finals,"May 16 - May 28, 1992",,Portland Trail Blazers (1),4,,Utah Jazz (2),2,,POR (-360),UTA (+280)
526,1992,NBA,Finals,"Jun 3 - Jun 14, 1992",,Chicago Bulls (1),4,,Portland Trail Blazers (1),2,,CHI (-250),POR (+200)
527,,,,,,,,,,,,,
528,1991,NBA,Eastern Conf First Round,"Apr 26 - May 5, 1991",,Boston Celtics (2),3,,Indiana Pacers (7),2,,BOS (-900),IND (+600)
529,1991,NBA,Eastern Conf First Round,"Apr 25 - Apr 30, 1991",,Chicago Bulls (1),3,,New York Knicks (8),0,,CHI (-1200),NYK (+800)
530,1991,NBA,Eastern Conf First Round,"Apr 26 - May 5, 1991",,Detroit Pistons (3),3,,Atlanta Hawks (6),2,,DET (-400),ATL (+300)
531,1991,NBA,Eastern Conf First Round,"Apr 25 - Apr 30, 1991",,Philadelphia 76ers (5),3,,Milwaukee Bucks (4),0,,MIL (-180),PHI (+140)
532,1991,NBA,Western Conf First Round,"Apr 25 - May 3, 1991",,Golden State Warriors (7),3,,San Antonio Spurs (2),1,,SAS (-500),GSW (+350)
533,1991,NBA,Western Conf First Round,"Apr 25 - Apr 30, 1991",,Los Angeles Lakers (3),3,,Houston Rockets (6),0,,LAL (-360),HOU (+280)
534,1991,NBA,Western Conf First Round,"Apr 26 - May 4, 1991",,Portland Trail Blazers (1),3,,Seattle SuperSonics (8),2,,POR (-1200),SEA (+800)
535,1991,NBA,Western Conf First Round,"Apr 25 - May 2, 1991",,Utah Jazz (5),3,,Phoenix Suns (4),1,,PHO (-360),UTA (+280)
536,1991,NBA,Eastern Conf Semifinals,"May 4 - May 14, 1991",,Chicago Bulls (1),4,,Philadelphia 76ers (5),1,,CHI (-500),PHI (+350)
537,1991,NBA,Eastern Conf Semifinals,"May 7 - May 17, 1991",,Detroit Pistons (3),4,,Boston Celtics (2),2,,BOS (-270),DET (+210)
538,1991,NBA,Western Conf Semifinals,"May 5 - May 14, 1991",,Los Angeles Lakers (3),4,,Golden State Warriors (7),1,,LAL (-800),GSW (+550)
